timestamp,query,volume,related_top,related_rising
2026-08-13T00:01:23.621106,psg - aston villa,100 B+,"psg - aston villa son dakika, psg - aston villa güncel",
2026-08-13T00:01:24.121649,deportivo - real madrid,50 B+,"deportivo - real madrid son dakika, deportivo - real madrid güncel",
2026-08-13T00:01:24.622574,izmir,50 B+,"izmir son dakika, izmir güncel",
2026-08-13T00:01:25.123295,meteor yağmuru,50 B+,"meteor yağmuru son dakika, meteor yağmuru güncel",
2026-08-13T00:01:25.623729,manchester united - leeds united,20 B+,"manchester united - leeds united son dakika, manchester united - leeds united güncel",
2026-08-13T00:01:26.124531,istanbul,20 B+,"istanbul son dakika, istanbul güncel",
2026-08-13T00:01:26.625704,güneş tutulması saat,20 B+,"güneş tutulması saat güncel, güneş tutulması saat son dakika",
2026-08-13T00:01:27.126609,vedat muriç,10 B+,"vedat muriç son dakika, vedat muriç güncel",
2026-08-13T00:01:27.627704,madjo,10 B+,"madjo son dakika, madjo güncel",
2026-08-13T00:01:28.128775,ديبورتيفو ضد الريال,10 B+,"ديبورتيفو ضد الريال güncel, ديبورتيفو ضد الريال son dakika",
2026-08-13T00:01:28.629698,paulo fonseca,10 B+,"paulo fonseca son dakika, paulo fonseca güncel",
2026-08-13T00:01:29.130662,haluk levent,20 B+,"haluk levent güncel, haluk levent son dakika",
2026-08-13T00:01:29.631547,yalova f16,10 B+,"yalova f16 güncel, yalova f16 son dakika",
2026-08-13T00:01:30.132538,arsenal - como,5 B+,"arsenal - como son dakika, arsenal - como güncel",
2026-08-13T00:01:30.633440,fiat egea cross,10 B+,"fiat egea cross son dakika, fiat egea cross güncel",
2026-08-13T20:01:11.850924,alihan kuriş,200 B+,"alihan kuriş son dakika, alihan kuriş güncel",
2026-08-13T20:01:12.351241,beşiktaş - hradec králové,20 B+,"beşiktaş - hradec králové son dakika, beşiktaş - hradec králové güncel",
2026-08-13T20:01:12.852020,ha leylim,20 B+,"ha leylim son dakika, ha leylim güncel",
2026-08-13T20:01:13.352477,motorin fiyat,20 B+,"motorin fiyat güncel, motorin fiyat son dakika",
2026-08-13T20:01:13.853345,arda turan,5 B+,"arda turan güncel, arda turan son dakika",
2026-08-13T20:01:14.354198,kia ev2,5 B+,"kia ev2 son dakika, kia ev2 güncel",
2026-08-13T20:01:14.855110,dgs açıklandı mı,20 B+,"dgs açıklandı mı güncel, dgs açıklandı mı son dakika",
2026-08-13T20:01:15.356064,madjo,20 B+,"madjo son dakika, madjo güncel",
2026-08-13T20:01:15.856536,silivri orman yangını,5 B+,"silivri orman yangını güncel, silivri orman yangını son dakika",
2026-08-13T20:01:16.357442,mehmet fatih çiçekli,5 B+,"mehmet fatih çiçekli güncel, mehmet fatih çiçekli son dakika",
2026-08-13T20:01:16.858362,ferhat delen,5 B+,"ferhat delen güncel, ferhat delen son dakika",
2026-08-13T20:01:17.359335,merhaba haber,10 B+,"merhaba haber güncel, merhaba haber son dakika",
2026-08-13T20:01:17.860332,dominik livakovic,5 B+,"dominik livakovic son dakika, dominik livakovic güncel",
2026-08-13T20:01:18.361321,selçuk bayraktar,5 B+,"selçuk bayraktar son dakika, selçuk bayraktar güncel",
2026-08-13T20:01:18.862336,ernest muçi,2 B+,"ernest muçi güncel, ernest muçi son dakika",
2026-08-13T21:01:10.673535,beşiktaş - hradec králové,200 B+,"beşiktaş - hradec králové son dakika, beşiktaş - hradec králové güncel",
2026-08-13T21:01:11.174669,alihan kuriş,200 B+,"alihan kuriş güncel, alihan kuriş son dakika",
2026-08-13T21:01:11.675370,motorin fiyat,20 B+,"motorin fiyat güncel, motorin fiyat son dakika",
2026-08-13T21:01:12.176188,arda turan,5 B+,"arda turan güncel, arda turan son dakika",
2026-08-13T21:01:12.677002,górnik zabrze - ferençvaroş,2 B+,"górnik zabrze - ferençvaroş güncel, górnik zabrze - ferençvaroş son dakika",
2026-08-13T21:01:13.177535,kia ev2,5 B+,"kia ev2 son dakika, kia ev2 güncel",
2026-08-13T21:01:13.678348,ha leylim,20 B+,"ha leylim güncel, ha leylim son dakika",
2026-08-13T21:01:14.179239,selçuk bayraktar,5 B+,"selçuk bayraktar güncel, selçuk bayraktar son dakika",
2026-08-13T21:01:14.679890,madjo,20 B+,"madjo güncel, madjo son dakika",
2026-08-13T21:01:15.180509,mehmet fatih çiçekli,5 B+,"mehmet fatih çiçekli son dakika, mehmet fatih çiçekli güncel",
2026-08-13T21:01:15.681460,ferhat delen,10 B+,"ferhat delen son dakika, ferhat delen güncel",
2026-08-13T21:01:16.182233,silivri orman yangını,5 B+,"silivri orman yangını güncel, silivri orman yangını son dakika",
2026-08-13T21:01:16.683104,merhaba haber,10 B+,"merhaba haber son dakika, merhaba haber güncel",
2026-08-13T21:01:17.184078,önder kahveci,5 B+,"önder kahveci son dakika, önder kahveci güncel",
2026-08-13T21:01:17.684546,ernest muçi,2 B+,"ernest muçi son dakika, ernest muçi güncel",
2026-08-13T22:01:11.722575,beşiktaş - hradec králové,200 B+,"beşiktaş - hradec králové güncel, beşiktaş - hradec králové son dakika",
2026-08-13T22:01:12.223429,alihan kuriş,200 B+,"alihan kuriş güncel, alihan kuriş son dakika",
2026-08-13T22:01:12.724227,górnik zabrze - ferençvaroş,10 B+,"górnik zabrze - ferençvaroş son dakika, górnik zabrze - ferençvaroş güncel",
2026-08-13T22:01:13.225033,motorin fiyat,20 B+,"motorin fiyat son dakika, motorin fiyat güncel",
2026-08-13T22:01:13.725433,arda turan,5 B+,"arda turan güncel, arda turan son dakika",
2026-08-13T22:01:14.226375,ha leylim,20 B+,"ha leylim güncel, ha leylim son dakika",
2026-08-13T22:01:14.727249,kia ev2,10 B+,"kia ev2 güncel, kia ev2 son dakika",
2026-08-13T22:01:15.228106,dgs açıklandı mı,20 B+,"dgs açıklandı mı güncel, dgs açıklandı mı son dakika",
2026-08-13T22:01:15.728954,madjo,10 B+,"madjo son dakika, madjo güncel",
2026-08-13T22:01:16.229358,motorin zam,5 B+,"motorin zam son dakika, motorin zam güncel",
2026-08-13T22:01:16.730253,selçuk bayraktar,5 B+,"selçuk bayraktar güncel, selçuk bayraktar son dakika",
2026-08-13T22:01:17.231416,ferhat delen,10 B+,"ferhat delen güncel, ferhat delen son dakika",
