timestamp,query,volume,related_top,related_rising
2025-09-22T00:01:06.627706,kasımpaşa - fenerbahçe,500 B+,"kasımpaşa - fenerbahçe son dakika, kasımpaşa - fenerbahçe güncel",
2025-09-22T00:01:07.128691,fenerbahçe,500 B+,"fenerbahçe güncel, fenerbahçe son dakika",
2025-09-22T00:01:07.629750,barcelona - getafe,20 B+,"barcelona - getafe güncel, barcelona - getafe son dakika",
2025-09-22T00:01:08.130937,arsenal - manchester city,50 B+,"arsenal - manchester city güncel, arsenal - manchester city son dakika",
2025-09-22T00:01:08.632039,sakaryaspor - amed,50 B+,"sakaryaspor - amed güncel, sakaryaspor - amed son dakika",
2025-09-22T00:01:09.133201,güneş tutulması saat kaçta,20 B+,"güneş tutulması saat kaçta güncel, güneş tutulması saat kaçta son dakika",
2025-09-22T00:01:09.634280,inter - sassuolo,10 B+,"inter - sassuolo güncel, inter - sassuolo son dakika",
2025-09-22T00:01:10.135400,eintracht frankfurt - union berlin,50 B+,"eintracht frankfurt - union berlin güncel, eintracht frankfurt - union berlin son dakika",
2025-09-22T00:01:10.636471,başakşehir - alanyaspor,20 B+,"başakşehir - alanyaspor son dakika, başakşehir - alanyaspor güncel",
2025-09-22T00:01:11.137478,kocaelispor - rizespor,50 B+,"kocaelispor - rizespor son dakika, kocaelispor - rizespor güncel",
2025-09-22T00:01:11.638063,برشلونة ضد خيتافي,10 B+,"برشلونة ضد خيتافي güncel, برشلونة ضد خيتافي son dakika",
2025-09-22T00:01:12.139183,teşkilat,5 B+,"teşkilat son dakika, teşkilat güncel",
2025-09-22T00:01:12.640354,borussia dortmund - wolfsburg,10 B+,"borussia dortmund - wolfsburg son dakika, borussia dortmund - wolfsburg güncel",
2025-09-22T00:01:13.141510,feyza civelek,2 B+,"feyza civelek son dakika, feyza civelek güncel",
2025-09-22T00:01:13.642557,chp kurultayı kemal kılıçdaroğlu,10 B+,"chp kurultayı kemal kılıçdaroğlu güncel, chp kurultayı kemal kılıçdaroğlu son dakika",
2025-09-22T01:01:04.385723,deprem,500 B+,"deprem güncel, deprem son dakika",
2025-09-22T01:01:04.886731,kasımpaşa - fenerbahçe,500 B+,"kasımpaşa - fenerbahçe güncel, kasımpaşa - fenerbahçe son dakika",
2025-09-22T01:01:05.387818,son depremler,100 B+,"son depremler güncel, son depremler son dakika",
2025-09-22T01:01:05.889175,kandilli rasathanesi,100 B+,"kandilli rasathanesi güncel, kandilli rasathanesi son dakika",
2025-09-22T01:01:06.390174,barcelona - getafe,20 B+,"barcelona - getafe güncel, barcelona - getafe son dakika",
2025-09-22T01:01:06.891297,fenerbahçe,500 B+,"fenerbahçe son dakika, fenerbahçe güncel",
2025-09-22T01:01:07.392438,inter - sassuolo,20 B+,"inter - sassuolo güncel, inter - sassuolo son dakika",
2025-09-22T01:01:07.893595,arsenal - manchester city,50 B+,"arsenal - manchester city son dakika, arsenal - manchester city güncel",
2025-09-22T01:01:08.394086,güneş tutulması saat kaçta,20 B+,"güneş tutulması saat kaçta güncel, güneş tutulması saat kaçta son dakika",
2025-09-22T01:01:08.895209,sakaryaspor - amed,50 B+,"sakaryaspor - amed güncel, sakaryaspor - amed son dakika",
2025-09-22T01:01:09.396403,başakşehir - alanyaspor,20 B+,"başakşehir - alanyaspor son dakika, başakşehir - alanyaspor güncel",
2025-09-22T01:01:09.897606,teşkilat,10 B+,"teşkilat güncel, teşkilat son dakika",
2025-09-22T01:01:10.398616,برشلونة ضد خيتافي,10 B+,"برشلونة ضد خيتافي son dakika, برشلونة ضد خيتافي güncel",
2025-09-22T01:01:10.899716,feyza civelek,5 B+,"feyza civelek güncel, feyza civelek son dakika",
2025-09-22T01:01:11.400962,borussia dortmund - wolfsburg,10 B+,"borussia dortmund - wolfsburg güncel, borussia dortmund - wolfsburg son dakika",
2025-09-22T02:01:05.179931,kasımpaşa - fenerbahçe,500 B+,"kasımpaşa - fenerbahçe son dakika, kasımpaşa - fenerbahçe güncel",
2025-09-22T02:01:05.680279,deprem,500 B+,"deprem güncel, deprem son dakika",
2025-09-22T02:01:06.181336,barcelona - getafe,20 B+,"barcelona - getafe güncel, barcelona - getafe son dakika",
2025-09-22T02:01:06.682494,son depremler,100 B+,"son depremler son dakika, son depremler güncel",
2025-09-22T02:01:07.183567,tuttur,500 B+,"tuttur güncel, tuttur son dakika",
2025-09-22T02:01:07.684730,arsenal - manchester city,50 B+,"arsenal - manchester city son dakika, arsenal - manchester city güncel",
2025-09-22T02:01:08.185821,güneş tutulması saat kaçta,20 B+,"güneş tutulması saat kaçta güncel, güneş tutulması saat kaçta son dakika",
2025-09-22T02:01:08.687109,inter - sassuolo,20 B+,"inter - sassuolo son dakika, inter - sassuolo güncel",
2025-09-22T02:01:09.188203,sakaryaspor - amed,50 B+,"sakaryaspor - amed son dakika, sakaryaspor - amed güncel",
2025-09-22T02:01:09.689295,teşkilat,10 B+,"teşkilat son dakika, teşkilat güncel",
2025-09-22T02:01:10.190457,برشلونة ضد خيتافي,10 B+,"برشلونة ضد خيتافي son dakika, برشلونة ضد خيتافي güncel",
2025-09-22T02:01:10.691224,feyza civelek,5 B+,"feyza civelek güncel, feyza civelek son dakika",
2025-09-22T02:01:11.192393,pınar ayaz,5 B+,"pınar ayaz güncel, pınar ayaz son dakika",
2025-09-22T02:01:11.693435,son deprem,50 B+,"son deprem son dakika, son deprem güncel",
2025-09-22T02:01:12.194598,chp kurultayı kemal kılıçdaroğlu,10 B+,"chp kurultayı kemal kılıçdaroğlu güncel, chp kurultayı kemal kılıçdaroğlu son dakika",
2025-09-22T03:01:04.702981,kasımpaşa - fenerbahçe,500 B+,"kasımpaşa - fenerbahçe güncel, kasımpaşa - fenerbahçe son dakika",
2025-09-22T03:01:05.204109,deprem,500 B+,"deprem güncel, deprem son dakika",
2025-09-22T03:01:05.705248,barcelona - getafe,20 B+,"barcelona - getafe son dakika, barcelona - getafe güncel",
2025-09-22T03:01:06.206363,tuttur,500 B+,"tuttur güncel, tuttur son dakika",
2025-09-22T03:01:06.707482,son depremler,100 B+,"son depremler güncel, son depremler son dakika",
2025-09-22T03:01:07.208603,arsenal - manchester city,50 B+,"arsenal - manchester city güncel, arsenal - manchester city son dakika",
2025-09-22T03:01:07.709757,inter - sassuolo,20 B+,"inter - sassuolo güncel, inter - sassuolo son dakika",
2025-09-22T03:01:08.210929,teşkilat,10 B+,"teşkilat güncel, teşkilat son dakika",
2025-09-22T03:01:08.712071,sakaryaspor,50 B+,"sakaryaspor güncel, sakaryaspor son dakika",
2025-09-22T03:01:09.213186,feyza civelek,5 B+,"feyza civelek son dakika, feyza civelek güncel",
2025-09-22T03:01:09.714346,برشلونة ضد خيتافي,10 B+,"برشلونة ضد خيتافي son dakika, برشلونة ضد خيتافي güncel",
2025-09-22T03:01:10.215464,pınar ayaz,5 B+,"pınar ayaz güncel, pınar ayaz son dakika",
2025-09-22T03:01:10.716609,chp kurultayı kemal kılıçdaroğlu,10 B+,"chp kurultayı kemal kılıçdaroğlu güncel, chp kurultayı kemal kılıçdaroğlu son dakika",
2025-09-22T03:01:11.217680,adalet bakanlığı 11 yargı paketi,5 B+,"adalet bakanlığı 11 yargı paketi son dakika, adalet bakanlığı 11 yargı paketi güncel",
2025-09-22T03:01:11.718824,tesla,2 B+,"tesla güncel, tesla son dakika",
2025-09-22T04:01:04.613447,kasımpaşa - fenerbahçe,500 B+,"kasımpaşa - fenerbahçe son dakika, kasımpaşa - fenerbahçe güncel",
2025-09-22T04:01:05.114460,deprem,500 B+,"deprem güncel, deprem son dakika",
2025-09-22T04:01:05.615560,barcelona - getafe,20 B+,"barcelona - getafe güncel, barcelona - getafe son dakika",
2025-09-22T04:01:06.116705,son depremler,100 B+,"son depremler son dakika, son depremler güncel",
2025-09-22T04:01:06.617833,tuttur,500 B+,"tuttur son dakika, tuttur güncel",
2025-09-22T04:01:07.119149,inter - sassuolo,20 B+,"inter - sassuolo son dakika, inter - sassuolo güncel",
2025-09-22T04:01:07.620318,arsenal - manchester city,50 B+,"arsenal - manchester city güncel, arsenal - manchester city son dakika",
2025-09-22T04:01:08.121414,teşkilat,10 B+,"teşkilat güncel, teşkilat son dakika",
2025-09-22T04:01:08.622559,sakaryaspor,50 B+,"sakaryaspor son dakika, sakaryaspor güncel",
2025-09-22T04:01:09.123718,برشلونة ضد خيتافي,10 B+,"برشلونة ضد خيتافي son dakika, برشلونة ضد خيتافي güncel",
2025-09-22T04:01:09.624830,feyza civelek,5 B+,"feyza civelek son dakika, feyza civelek güncel",
2025-09-22T04:01:10.126036,pınar ayaz,5 B+,"pınar ayaz güncel, pınar ayaz son dakika",
2025-09-22T04:01:10.627006,chp kurultayı kemal kılıçdaroğlu,10 B+,"chp kurultayı kemal kılıçdaroğlu güncel, chp kurultayı kemal kılıçdaroğlu son dakika",
2025-09-22T04:01:11.127667,aykut kocaman,2 B+,"aykut kocaman güncel, aykut kocaman son dakika",
2025-09-22T04:01:11.628721,tesla,2 B+,"tesla son dakika, tesla güncel",
2025-09-22T05:01:04.715217,kasımpaşa - fenerbahçe,500 B+,"kasımpaşa - fenerbahçe son dakika, kasımpaşa - fenerbahçe güncel",
2025-09-22T05:01:05.216330,deprem,500 B+,"deprem güncel, deprem son dakika",
2025-09-22T05:01:05.717420,barcelona - getafe,20 B+,"barcelona - getafe güncel, barcelona - getafe son dakika",
2025-09-22T05:01:06.218568,son depremler,100 B+,"son depremler son dakika, son depremler güncel",
2025-09-22T05:01:06.719732,arsenal - manchester city,50 B+,"arsenal - manchester city son dakika, arsenal - manchester city güncel",
2025-09-22T05:01:07.220968,inter - sassuolo,20 B+,"inter - sassuolo güncel, inter - sassuolo son dakika",
2025-09-22T05:01:07.722135,tuttur,500 B+,"tuttur son dakika, tuttur güncel",
2025-09-22T05:01:08.223200,sakaryaspor - amed,50 B+,"sakaryaspor - amed son dakika, sakaryaspor - amed güncel",
2025-09-22T05:01:08.724319,teşkilat,10 B+,"teşkilat son dakika, teşkilat güncel",
2025-09-22T05:01:09.225493,برشلونة ضد خيتافي,10 B+,"برشلونة ضد خيتافي güncel, برشلونة ضد خيتافي son dakika",
2025-09-22T05:01:09.726654,feyza civelek,5 B+,"feyza civelek son dakika, feyza civelek güncel",
2025-09-22T05:01:10.227825,chp kurultayı kemal kılıçdaroğlu,10 B+,"chp kurultayı kemal kılıçdaroğlu güncel, chp kurultayı kemal kılıçdaroğlu son dakika",
2025-09-22T05:01:10.729114,pınar ayaz,5 B+,"pınar ayaz son dakika, pınar ayaz güncel",
2025-09-22T05:01:11.230130,aykut kocaman,2 B+,"aykut kocaman güncel, aykut kocaman son dakika",
2025-09-22T05:01:11.731189,tesla,2 B+,"tesla güncel, tesla son dakika",
2025-09-22T06:01:07.474616,kasımpaşa - fenerbahçe,500 B+,"kasımpaşa - fenerbahçe son dakika, kasımpaşa - fenerbahçe güncel",
2025-09-22T06:01:07.975432,deprem,500 B+,"deprem son dakika, deprem güncel",
2025-09-22T06:01:08.476305,barcelona - getafe,20 B+,"barcelona - getafe güncel, barcelona - getafe son dakika",
2025-09-22T06:01:08.977238,son depremler,100 B+,"son depremler son dakika, son depremler güncel",
2025-09-22T06:01:09.478064,inter - sassuolo,20 B+,"inter - sassuolo güncel, inter - sassuolo son dakika",
2025-09-22T06:01:09.979030,arsenal - manchester city,50 B+,"arsenal - manchester city güncel, arsenal - manchester city son dakika",
2025-09-22T06:01:10.479999,tuttur,500 B+,"tuttur güncel, tuttur son dakika",
2025-09-22T06:01:10.980350,sakaryaspor - amed,50 B+,"sakaryaspor - amed güncel, sakaryaspor - amed son dakika",
2025-09-22T06:01:11.481357,teşkilat,10 B+,"teşkilat güncel, teşkilat son dakika",
2025-09-22T06:01:11.982355,برشلونة ضد خيتافي,10 B+,"برشلونة ضد خيتافي son dakika, برشلونة ضد خيتافي güncel",
2025-09-22T06:01:12.483408,feyza civelek,5 B+,"feyza civelek son dakika, feyza civelek güncel",
2025-09-22T06:01:12.984513,chp kurultayı kemal kılıçdaroğlu,10 B+,"chp kurultayı kemal kılıçdaroğlu güncel, chp kurultayı kemal kılıçdaroğlu son dakika",
2025-09-22T06:01:13.485252,mallorca - atletico madrid,10 B+,"mallorca - atletico madrid güncel, mallorca - atletico madrid son dakika",
